     069.40604687,  0094.5912, 96.79042884, 0000055.655,  0023.7310709
 10.52260323,    000032.757,00033.982631,      0090.194719,      43.57646106
      040.527913,      00065.72179,  000086.8327,00011.0367,99.36526435
     00000074.411,      3.816226122,   00047.43759,   000079.62696,  040.8001
    77.25103772,  079.39291,00036.79429, 071.06187041,  0074.85162
   000047.5669,     26.72915344,      00016.706,  00074.116667,   092.7473067
0095.043,   28.9704072,    41.08075911,     0040.73141,0063.795736
  0068.6782293,      63.6906796, 90.1867075, 071.98218326,      0000011.1057
 61.2411674,00010.180623,     0000072.1102,  089.0340701,   0046.7611
      52.31181,    0000087.547,   08.413639732,    53.00279545,    076.894037
      62.321727,    0022.65439,     087.4353, 32.71902038,0000075.5883
 0009.303, 00096.6965,      00047.3375,  0.4171748789,    52.3727173
      94.449584,    041.6145125,   00085.503,      0011.37805,    45.87783447
    000014.706,    055.49405, 0051.91708,   36.005103, 26.73339866
  3.457036813,00000090.045,     23.06040703,   07.56646714, 00074.741994
     64.3472462,  00023.28736,  4.315605608,    0076.917606,   0082.0228
     0078.5137338,0075.191565,    0034.440298,      27.225774,  00033.72677
  20.48047578,    6.27266229,36.16321,     97.20002237,015.3791433
34.6893285,   000039.538,     0040.14707,     14.2883984,    060.3354269
   00000076.048,  000010.648,      68.335787,     00082.85557,     0048.04921
  000043.40725,      000044.81458,77.55648,      000040.994,    002.927121
  58.32640514,    0031.08272, 000039.503,   00072.233128,   34.54646458
    000069.6313,      29.212543, 39.594357,    0073.615852,   061.8972902
    0000083.322,      60.33859998,    13.94854494, 63.6957106,   0000045.4122
0000083.313,     0084.016618,    056.2736701,  00075.607,      0005.58499
   0043.0656707,    0000051.3972,  0034.6373,      0000039.9676,      00000028.274
  5.344522288,    00014.635623,    0000026.754,     0084.14579,    0000012.2509
 00057.853594,    0004.5245,     018.867861,   00000023.93, 00046.821
      40.9085389,   035.89813,    19.9738474,      1.0162504,39.0283789
00021.814249,  00010.69925,  0029.638, 1.51387239,0017.194691
  00000.98279,     000040.70815,     7.999860908,     000003.86897,    69.35834488
 00041.358634,06.516291,56.9492957,      58.14429673,  75.1616601
     037.3144,000070.45137,     52.82097,     53.9476274,    000054.3613
    0000050.656,   0000031.0213,     23.2535841,    0000030.888,   0020.4262461
      00094.202119,   09.35273226,  075.09023,   0000097.304,    097.07881372
    14.3417235,    00027.184528,      0097.5727,027.267238, 0.0487439
     13.3327604,    000027.934,      046.8729368,     028.64379,    071.4087
    45.93300355,    000065.1272,046.0511,      0054.49727,      081.61215094
 000035.219,  073.97495541,  0000000080.8,0082.9215,00009.12524
  0079.5927167,      54.0273799,      33.52133,     17.65662044,  23.284367
    014.2923,0000005.5905,      097.26606,0086.1207,    0076.67736
      000084.33652,085.16935,      70.740069,   0038.096,    026.30411539
   95.104194,     98.116465,  25.2951232, 0056.8379, 73.03858238
      72.9467979, 00000082.141,     0000023.996, 00073.602134,   000037.9056
    78.16074177,027.070458,  00042.853493,   91.05627802,   016.83788131
     029.4907,     37.91035602,00027.491,   082.4462603,     46.1449827
7.327916068,     00094.95606,     23.63814595,  076.57601,032.8198
    0034.892,     94.65143,  00062.858711,    17.19749951,     048.19296915
   16.213509,     00075.486,      00058.34603, 8.146893342,    015.4023
   000095.7945,    39.1780933,  43.1967531,69.76617554,   0023.8820727
 053.7490775,    1.67693112,      84.44545847,  0000045.9929,     66.679512
  00000055.179,63.025304,    43.277363,  00001.19097,    046.074121
      036.222748,00099.155345,62.5503227,     0035.6757596,   00000091.287
  35.002374,   78.86080827, 92.92364726,  00022.924,    94.2578308
 046.9357,  0000037.424,   000041.82043,     16.01374,      00034.709936
    0032.613,   0094.4444,    000024.20942,    090.94913204,  08.43690121
   091.2808945,     00088.7024,     0095.70499,   65.6306843,  15.36708015
 00043.612871,38.77466048,      0000033.568,   00038.144634,  063.77748
  0000021.323,    60.005934, 32.30789906,      063.9009793,      0029.831
  00000026.664,  0000097.8713,   0000059.378,0096.44037,      000002.4158
  007.640499,   0.2953444,     86.208213,   88.4536918, 58.84994939
     00011.511,      019.4523922,      05.50782567, 25.85650237,      0072.834
    66.36331046,     0061.3794,  000096.02042,     23.80848423, 000029.4694
000034.9376,     24.50434244,   2.4647047,  04.0241751,   00.4227048
    000000046.33,      00031.35779,    0029.782,    0037.026,     00038.9322
   99.127266,     00000069.752,   0032.2247581,      00093.016,    0017.1667225
     72.4893135,      000098.01032,   000033.071, 015.5547204,23.338097
    81.4183286,      09.13428253,     0032.22914,    000019.1419,     0073.8709248
   0079.5656,  40.6925093,     20.4058839,     75.17550445,  48.95716442
     019.4456,     0000067.478,     017.510586,  31.687531,000077.85934
   60.5798611,     66.25002,   77.51879008,    24.53482,     52.2648034
    00062.872, 00000092.637,  54.1256867,      00000019.621,     031.42709868
00071.947,51.56885411,  0081.2281652,      81.3616117, 000067.6597
00010.7357,   0053.5571,      038.748212, 0000017.8888,      096.72526
      54.2053752, 27.60337878,   21.880033, 58.606314, 0000056.8097
 0000062.135,      00058.010506,      032.8627375,    40.0452272,000087.765
 0.249935112,  94.45852293,    0058.1802913, 00000055.606,      32.2909387
     015.897167,74.97190409,      84.13984274, 46.84375176,   95.632264
0000079.5138,      17.643275,0069.93511, 0039.072016,      41.94368711
     0000087.2444, 58.57581,   00050.602,   0067.869124,      00000088.423
 0020.2117393,  000065.75848,  099.27039,     15.61627605,    00049.535
      60.358242,     15.12611,      63.8586804,      0035.9598,      88.68222064
    00055.1221,  0023.275696,     95.26064998, 69.83510986, 010.19518
097.44223653,   45.53649,000073.067,  34.30823479,     0059.765
    0052.49377,      096.7847241,     000075.78373,     044.6446,   0019.1841
  077.74747711, 0080.6179626,  000078.43774,    0073.41092,  49.77673413
    0092.5159063,   63.583016,   5.922744,      0000011.159,     00018.99215
      0000087.1433,    56.3652594,00027.826007,     35.63137,26.32353881
    61.66818415,    42.33869693,  00056.26,      015.48669,   18.75513627
    0070.659,      0008.2019, 00067.9317, 00000082.527,   54.730338
 0037.46404,   0000083.2233,      42.38542898,     00073.23567,      00000023.201
     0000088.3945,     092.8984,1.738438,     000032.932,  095.46431255
      062.6067455,     00016.179,   3.05897037,     000043.7559,    40.1427729
   0083.727,  000072.056,     1.31420915,     14.0253113,    0092.8358758
 000085.056,  009.2210699,00072.974537,      025.50537327,  0053.523397
  000016.957,    00050.889,   34.72565,    078.3861,     64.1212287
00040.891379,     000078.48254,095.49381094,00083.806,   49.37962083
0003.114627,   067.39622,      00055.0208,      0000019.336,    00012.512096
 20.07476,  19.7780024, 00000094.854,      018.149427, 00058.804556
      0071.2948773,     005.46899591,13.43358267, 000015.78932, 66.09402
